group_id,artifact_id,version_number
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.4.14
org.jodd,jodd-lagarto,3.4.10
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.4.15
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.4.16
org.jodd,jodd-lagarto,3.4.2
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.4.17
org.jodd,jodd-lagarto,3.4.3
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.4.18
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.4.2
org.jodd,jodd-lagarto,3.4.5
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.4.20
org.jodd,jodd-lagarto,3.4.7
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.4.21
org.jodd,jodd-lagarto,3.4.8
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.4.22
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.4.23
org.jodd,jodd-lagarto,3.4.9
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.4.24
org.jodd,jodd-lagarto,3.5
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.4.25
org.jodd,jodd-lagarto,3.5.1
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.4.26
org.js-labs,js-collider,0.1.0
org.js-labs,js-collider,0.1.1
org.jodd,jodd-lagarto,3.5.2
com.github.michael-rapp,android-util,1.0.0
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.4.3
org.jodd,jodd-lagarto,3.6
com.github.michael-rapp,android-util,1.1.0
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.4.4
org.jodd,jodd-lagarto,3.6-RC1
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.4.5
com.github.michael-rapp,android-util,1.2.0
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.4.6
com.github.michael-rapp,android-util,1.2.1
org.jodd,jodd-lagarto,3.6.0-BETA1
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.4.7
org.jodd,jodd-lagarto,3.6.0-BETA2
com.github.michael-rapp,android-util,1.2.2
org.jodd,jodd-lagarto,3.6.1
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.4.8
com.github.michael-rapp,android-util,1.2.3
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.4.9
org.jodd,jodd-lagarto,3.6.2
com.github.michael-rapp,android-util,1.2.4
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.5.0
org.jodd,jodd-lagarto,3.6.2-BETA1
com.github.michael-rapp,android-util,1.3.0
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.5.0-rc.1
org.jodd,jodd-lagarto,3.6.3
com.github.michael-rapp,android-util,1.3.1
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.5.0-rc.2
org.jodd,jodd-lagarto,3.6.4
com.github.michael-rapp,android-util,1.3.2
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.5.0-rc.3
org.jodd,jodd-lagarto,3.6.5
com.github.michael-rapp,android-util,1.4.0
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.5.0-rc.4
org.jodd,jodd-lagarto,3.6.5-BETA1
com.github.michael-rapp,android-util,1.4.1
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.5.0-rc.5
org.jruby.joni,joni,1.1.6
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.5.1
org.jodd,jodd-lagarto,3.6.6
com.github.michael-rapp,android-util,1.4.10
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.5.2
org.jodd,jodd-lagarto,3.6.7
com.github.michael-rapp,android-util,1.4.11
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.5.3
org.jodd,jodd-lagarto,3.7
com.github.michael-rapp,android-util,1.4.2
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.5.3-rc.1
org.jodd,jodd-lagarto,3.7.1
com.github.michael-rapp,android-util,1.4.3
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.5.3-rc.2
com.github.michael-rapp,android-util,1.4.4
com.github.michael-rapp,android-util,1.4.5
com.github.michael-rapp,android-util,1.4.6
com.github.michael-rapp,android-util,1.4.7
com.github.michael-rapp,android-util,1.4.8
com.github.michael-rapp,android-util,1.4.9
com.github.michael-rapp,android-util,1.5.0
com.github.michael-rapp,android-util,1.6.0
com.github.michael-rapp,android-util,1.6.1
com.github.michael-rapp,android-util,1.7.0
com.github.michael-rapp,android-util,1.8.0
com.github.michael-rapp,android-util,1.8.1
com.github.moraisigor,slidingdrawer,1.5.0
com.github.moraisigor,slidingdrawer,1.5.1
com.github.moraisigor,slidingdrawer,1.5.5
org.jruby.joni,joni,2.1.7
org.jsecurity,jsecurity,0.9.0-RC1
org.jsecurity,jsecurity,0.9.0-RC2
org.jsecurity,jsecurity,0.9.0-alpha
org.jsecurity,jsecurity,0.9.0-beta2
com.github.mrengineer13,snackbar,0.2.0
com.github.mrengineer13,snackbar,0.3.0
com.github.mrengineer13,snackbar,0.4.0
com.github.mrengineer13,snackbar,0.4.1
com.github.mrengineer13,snackbar,0.4.2
com.github.mrengineer13,snackbar,0.5.0
com.github.mrengineer13,snackbar,1.0.0
com.github.mrengineer13,snackbar,1.1.0
com.github.mrengineer13,snackbar,1.2.0
org.jsoup,jsoup,1.5.2
org.jruby.extras,jvyamlb,0.2.5
org.jruby.extras,jvyamlb,0.2.6
com.github.msoliter,iroh,0.1.0
com.github.msoliter,iroh,0.2.0
org.json,json,20070829
org.json,json,20080701
org.json,json,20090211
org.json,json,20131018
org.json,json,20140107
org.json,json,20141113
org.json,json,20150729
org.jruby.joni,joni,1.0
org.json,json,20151123
org.jruby.joni,joni,1.0.1
org.jruby.joni,joni,1.0.2
org.json,json,20160212
org.jruby.joni,joni,1.0.3
org.jruby.joni,joni,1.1.1
org.jruby.joni,joni,1.1.2
org.jruby.joni,joni,1.1.3
org.jruby.joni,joni,1.1.4
org.jsonbuddy,jsonbuddy,0.1.0
org.jruby.joni,joni,1.1.5
org.jruby.joni,joni,1.1.7
org.jsonbuddy,jsonbuddy,0.2.0
org.jsonbuddy,jsonbuddy,0.3.0
org.jruby.joni,joni,1.1.8
org.jsonbuddy,jsonbuddy,0.3.1
org.jruby.joni,joni,1.1.9
org.jsonbuddy,jsonbuddy,0.4.0
org.jruby.joni,joni,2.0.0
org.jsonbuddy,jsonbuddy,0.4.1
org.jruby.joni,joni,2.1.0
org.jsonbuddy,jsonbuddy,0.4.2
org.jruby.joni,joni,2.1.1
org.jsonbuddy,jsonbuddy,0.5.0
org.jruby.joni,joni,2.1.10
org.jsonbuddy,jsonbuddy,0.5.1
org.jruby.joni,joni,2.1.2
com.github.mygreen,xlsmapper,0.1
org.jsonbuddy,jsonbuddy,0.6.0
org.jruby.joni,joni,2.1.3
com.github.mygreen,xlsmapper,0.2
org.jsonbuddy,jsonbuddy,0.6.1
com.github.mygreen,xlsmapper,0.2.1
org.jruby.joni,joni,2.1.4
org.jsonbuddy,jsonbuddy,0.7.0
org.jruby.joni,joni,2.1.5
com.github.mygreen,xlsmapper,0.2.2
org.jruby.joni,joni,2.1.6
com.github.mygreen,xlsmapper,0.2.3
com.github.mygreen,xlsmapper,0.3
org.jruby.joni,joni,2.1.8
com.github.mygreen,xlsmapper,0.4
org.jruby.joni,joni,2.1.9
com.github.mygreen,xlsmapper,0.5
com.github.mygreen,xlsmapper,1.0
com.github.mygreen,xlsmapper,1.0a
org.jruby,jruby,0.8.3
com.github.mygreen,xlsmapper,1.1
com.github.mygreen,xlsmapper,1.2
com.github.mygreen,xlsmapper,1.2.1
com.github.mygreen,xlsmapper,1.3
com.github.mygreen,xlsmapper,1.4
com.github.mygreen,xlsmapper,1.4.1
com.github.mygreen,xlsmapper,1.4.2
com.github.mygreen,xlsmapper,1.4.3
com.github.mygreen,xlsmapper,1.4.4
org.jruby,jruby,1.0RC1
org.jruby,jruby,1.0RC2
org.jruby,jruby,1.0RC3
com.github.nirhart,parallaxscroll,1.0
com.typesafe.sbt,incremental-compiler,0.12.0
com.typesafe.sbt,incremental-compiler,0.12.0-RC1
org.jruby,jruby,1.1.6RC1
com.typesafe.sbt,incremental-compiler,0.12.0-RC2
org.jruby,jruby,1.1RC1
com.typesafe.sbt,incremental-compiler,0.12.0-RC3
org.jruby,jruby,1.1RC2
org.jruby,jruby,1.1RC3
com.typesafe.sbt,incremental-compiler,0.12.1
com.typesafe.sbt,incremental-compiler,0.12.2
org.jruby,jruby,1.1b1
com.typesafe.sbt,incremental-compiler,0.12.3
com.typesafe.sbt,incremental-compiler,0.12.4
org.jruby,jruby,1.2.0RC2
com.typesafe.sbt,incremental-compiler,0.13.0
org.jruby,jruby,1.2RC1
com.typesafe.sbt,incremental-compiler,0.13.0-M1
com.github.nikita-volkov,sorm,0.2.0
com.typesafe.sbt,incremental-compiler,0.13.1
com.github.nikita-volkov,sorm,0.3.0
org.jruby,jruby,1.3.0RC1
com.typesafe.sbt,incremental-compiler,0.13.1-M1
com.github.nikita-volkov,sorm,0.3.1
org.jruby,jruby,1.3.0RC2
com.typesafe.sbt,incremental-compiler,0.13.1-RC1
com.github.nikita-volkov,sorm,0.3.2
com.typesafe.sbt,incremental-compiler,0.13.1-RC3
com.github.nikita-volkov,sorm,0.3.3
com.typesafe.sbt,incremental-compiler,0.13.1-RC5
org.jruby,jruby,1.4.0RC1
com.github.nikita-volkov,sorm,0.3.4
com.typesafe.sbt,incremental-compiler,0.13.11
org.jruby,jruby,1.4.0RC2
com.github.nikita-volkov,sorm,0.3.5
org.jruby,jruby,1.4.0RC3
com.typesafe.sbt,incremental-compiler,0.13.12
com.github.nikita-volkov,sorm,0.3.6
com.typesafe.sbt,incremental-compiler,0.13.2
com.github.nikita-volkov,sorm,0.3.7
com.typesafe.sbt,incremental-compiler,0.13.2-M1
org.jruby,jruby,1.5.0.RC1
com.typesafe.sbt,incremental-compiler,0.13.2-M2
org.jruby,jruby,1.5.0.RC2
com.typesafe.sbt,incremental-compiler,0.13.2-M3
org.jruby,jruby,1.5.0.RC3
com.typesafe.sbt,incremental-compiler,0.13.2-RC1
com.typesafe.sbt,incremental-compiler,0.13.2-RC2
com.typesafe.sbt,incremental-compiler,0.13.2-RC3
com.typesafe.sbt,incremental-compiler,0.13.5
com.typesafe.sbt,incremental-compiler,0.13.5-M3
com.typesafe.sbt,incremental-compiler,0.13.5-M4
com.typesafe.sbt,incremental-compiler,0.13.5-RC1
com.typesafe.sbt,incremental-compiler,0.13.6
org.jruby,jruby,1.6.0.RC1
com.typesafe.sbt,incremental-compiler,0.13.6-RC1
org.jruby,jruby,1.6.0.RC2
com.typesafe.sbt,incremental-compiler,0.13.7
com.typesafe.sbt,incremental-compiler,0.13.8
com.typesafe.sbt,incremental-compiler,0.13.9
org.jsoup,jsoup,0.2.1b
org.jsoup,jsoup,0.2.2
org.jsoup,jsoup,0.3.1
org.jsoup,jsoup,1.1.1
org.jsoup,jsoup,1.2.1
org.jsoup,jsoup,1.2.2
org.jsoup,jsoup,1.2.3
org.jsoup,jsoup,1.3.1
org.jsoup,jsoup,1.3.2
org.jsoup,jsoup,1.3.3
org.jsoup,jsoup,1.4.1
org.jsoup,jsoup,1.9.2
org.jsoup,jsoup,1.5.1
org.jsoup,jsoup,1.6.0
org.jsoup,jsoup,1.6.1
org.jsoup,jsoup,1.6.2
org.jsoup,jsoup,1.6.3
org.jsoup,jsoup,1.7.1
org.jsoup,jsoup,1.7.2
org.jsoup,jsoup,1.7.3
com.google.appengine,appengine-endpoints,1.7.5
com.google.appengine,appengine-endpoints,1.7.6
org.jsoup,jsoup,1.8.1
com.google.appengine,appengine-endpoints,1.7.7
org.jsoup,jsoup,1.8.2
com.google.appengine,appengine-endpoints,1.7.7.1
org.jsoup,jsoup,1.8.3
com.google.appengine,appengine-endpoints,1.8.0
org.jsoup,jsoup,1.9.1
org.jruby,jruby-complete,0.9.8
com.google.appengine,appengine-endpoints,1.8.1
com.google.appengine,appengine-endpoints,1.8.1.1
com.google.appengine,appengine-endpoints,1.8.2
com.google.appengine,appengine-endpoints,1.8.3
com.google.appengine,appengine-endpoints,1.8.4
com.google.appengine,appengine-endpoints,1.8.5
com.google.appengine,appengine-endpoints,1.8.6
com.google.appengine,appengine-endpoints,1.8.7
com.google.appengine,appengine-endpoints,1.8.8
com.google.appengine,appengine-endpoints,1.8.9
com.google.appengine,appengine-endpoints,1.9.0
com.google.appengine,appengine-endpoints,1.9.1
com.google.appengine,appengine-endpoints,1.9.10
com.google.appengine,appengine-endpoints,1.9.11
com.google.appengine,appengine-endpoints,1.9.12
com.google.appengine,appengine-endpoints,1.9.13
com.google.appengine,appengine-endpoints,1.9.14
com.google.appengine,appengine-endpoints,1.9.15
com.google.appengine,appengine-endpoints,1.9.17
com.google.appengine,appengine-endpoints,1.9.17a
com.google.appengine,appengine-endpoints,1.9.18
com.google.appengine,appengine-endpoints,1.9.19
com.google.appengine,appengine-endpoints,1.9.2
com.google.appengine,appengine-endpoints,1.9.20
com.google.appengine,appengine-endpoints,1.9.21
com.google.appengine,appengine-endpoints,1.9.22
com.google.appengine,appengine-endpoints,1.9.23
com.google.appengine,appengine-endpoints,1.9.24
com.google.appengine,appengine-endpoints,1.9.25
com.google.appengine,appengine-endpoints,1.9.26
com.google.appengine,appengine-endpoints,1.9.27
com.google.appengine,appengine-endpoints,1.9.28
com.google.appengine,appengine-endpoints,1.9.30
com.google.appengine,appengine-endpoints,1.9.3
com.google.appengine,appengine-endpoints,1.9.31
com.google.appengine,appengine-endpoints,1.9.32
com.google.appengine,appengine-endpoints,1.9.34
com.google.appengine,appengine-endpoints,1.9.36
com.google.appengine,appengine-endpoints,1.9.37
com.google.appengine,appengine-endpoints,1.9.38
com.google.appengine,appengine-endpoints,1.9.4
com.google.appengine,appengine-endpoints,1.9.40
com.google.appengine,appengine-endpoints,1.9.5
com.google.appengine,appengine-endpoints,1.9.6
com.google.appengine,appengine-endpoints,1.9.7
com.google.appengine,appengine-endpoints,1.9.8
com.google.appengine,appengine-endpoints,1.9.9
com.google.appengine,appengine-endpoints-deps,1.8.8
com.google.appengine,appengine-endpoints-deps,1.8.9
com.google.appengine,appengine-endpoints-deps,1.9.0
com.google.appengine,appengine-endpoints-deps,1.9.1
com.google.appengine,appengine-endpoints-deps,1.9.10
com.google.appengine,appengine-endpoints-deps,1.9.11
com.google.appengine,appengine-endpoints-deps,1.9.12
com.google.appengine,appengine-endpoints-deps,1.9.13
com.google.appengine,appengine-endpoints-deps,1.9.14
com.google.appengine,appengine-endpoints-deps,1.9.15
com.google.appengine,appengine-endpoints-deps,1.9.17
com.google.appengine,appengine-endpoints-deps,1.9.17a
com.google.appengine,appengine-endpoints-deps,1.9.18
com.google.appengine,appengine-endpoints-deps,1.9.19
com.google.appengine,appengine-endpoints-deps,1.9.2
com.google.appengine,appengine-endpoints-deps,1.9.20
com.google.appengine,appengine-endpoints-deps,1.9.21
com.google.appengine,appengine-endpoints-deps,1.9.22
com.google.appengine,appengine-endpoints-deps,1.9.23
com.google.appengine,appengine-endpoints-deps,1.9.24
com.google.appengine,appengine-endpoints-deps,1.9.25
com.google.appengine,appengine-endpoints-deps,1.9.26
com.google.appengine,appengine-endpoints-deps,1.9.27
com.google.appengine,appengine-endpoints-deps,1.9.28
org.jszip.gems,sass-lang,3.2.5
com.google.appengine,appengine-endpoints-deps,1.9.3
org.jszip.gems,sass-lang,3.2.6
com.google.appengine,appengine-endpoints-deps,1.9.30
com.google.appengine,appengine-endpoints-deps,1.9.31
org.jszip.gems,sass-lang,3.2.7
com.google.appengine,appengine-endpoints-deps,1.9.32
org.jszip.gems,sass-lang,3.2.8
com.google.appengine,appengine-endpoints-deps,1.9.34
org.jszip.gems,sass-lang,3.2.9
com.google.appengine,appengine-endpoints-deps,1.9.36
org.jodd,jodd-upload,3.4.10
com.google.appengine,appengine-endpoints-deps,1.9.37
org.jodd,jodd-upload,3.4.2
com.google.appengine,appengine-endpoints-deps,1.9.38
com.google.appengine,appengine-endpoints-deps,1.9.4
org.jodd,jodd-upload,3.4.3
com.google.appengine,appengine-endpoints-deps,1.9.40
org.jodd,jodd-upload,3.4.4
com.google.appengine,appengine-endpoints-deps,1.9.5
org.jodd,jodd-upload,3.4.5
com.google.appengine,appengine-endpoints-deps,1.9.6
org.jodd,jodd-upload,3.4.7
com.google.appengine,appengine-endpoints-deps,1.9.7
org.jodd,jodd-upload,3.4.8
com.google.appengine,appengine-endpoints-deps,1.9.8
com.google.appengine,appengine-endpoints-deps,1.9.9
org.jodd,jodd-upload,3.4.9
org.jodd,jodd-upload,3.5
org.jodd,jodd-upload,3.5.1
org.jodd,jodd-upload,3.5.2
com.github.paolorotolo,appintro,1.0.0
com.github.paolorotolo,appintro,1.1.0
org.jodd,jodd-upload,3.6
com.github.paolorotolo,appintro,1.2.0
org.jodd,jodd-upload,3.6-RC1
com.github.paolorotolo,appintro,1.2.1
org.jodd,jodd-upload,3.6.0-BETA1
com.github.paolorotolo,appintro,1.3.0
org.jodd,jodd-upload,3.6.0-BETA2
com.github.paolorotolo,appintro,1.4.0
org.jodd,jodd-upload,3.6.1
com.github.paolorotolo,appintro,2.0.0
com.github.panchitoboy,shiro-jwt,1.0
org.jruby,jruby-complete,0.9.9
org.jodd,jodd-upload,3.6.2
com.github.paolorotolo,appintro,3.0.0
org.jruby,jruby-complete,1.0
com.github.panchitoboy,shiro-jwt,1.1
org.jodd,jodd-upload,3.6.2-BETA1
org.jruby,jruby-complete,1.0.1
com.github.paolorotolo,appintro,3.1.0
com.github.panchitoboy,shiro-jwt,1.2
org.jodd,jodd-upload,3.6.3
com.github.paolorotolo,appintro,3.2.0
com.github.panchitoboy,shiro-jwt,1.3.0
org.jruby,jruby-complete,1.0.2
org.jodd,jodd-upload,3.6.4
com.github.paolorotolo,appintro,3.3.0
org.jruby,jruby-complete,1.0.3
org.jodd,jodd-upload,3.6.5
com.github.paolorotolo,appintro,3.4.0
org.jruby,jruby-complete,1.0RC1
org.jodd,jodd-upload,3.6.5-BETA1
com.github.paolorotolo,appintro,4.0.0
org.jruby,jruby-complete,1.0RC2
com.github.parisoft,resty,0.0.12
org.jodd,jodd-upload,3.6.6
org.jruby,jruby-complete,1.0RC3
com.github.parisoft,resty,0.1.0
com.github.paolorotolo,expandableheightlistview,1.0.0
org.jruby,jruby-complete,1.1
org.jodd,jodd-upload,3.6.7
com.github.parisoft,resty,0.1.2
com.github.paolorotolo,expandableheightlistview,1.1.0
org.jruby,jruby-complete,1.1.1
org.jodd,jodd-upload,3.7
com.github.parisoft,resty,0.1.3
org.jruby,jruby-complete,1.1.2
org.jodd,jodd-upload,3.7.1
com.github.parisoft,resty,0.9.0
com.github.parisoft,resty,1.0.0
com.github.parisoft,resty,1.0.3
org.jruby,jruby-complete,1.1.4
com.github.parisoft,resty,1.0.4
org.jruby,jruby-complete,1.1.5
org.jodd,jodd-vtor,3.4.10
com.github.parisoft,resty,1.0.5
org.jruby,jruby-complete,1.1.6
org.jodd,jodd-vtor,3.4.2
com.github.parisoft,resty,1.0.6
org.jodd,jodd-vtor,3.4.3
org.jruby,jruby-complete,1.1.6RC1
org.jruby,jruby-complete,1.1RC1
org.jodd,jodd-vtor,3.4.4
org.jruby,jruby-complete,1.1RC2
org.jodd,jodd-vtor,3.4.5
org.jruby,jruby-complete,1.1RC3
org.jodd,jodd-vtor,3.4.7
org.jruby,jruby-complete,1.1b1
org.jodd,jodd-vtor,3.4.8
org.jodd,jodd-vtor,3.4.9
org.jruby,jruby-complete,1.2.0
org.jruby,jruby-complete,1.2.0RC2
org.jodd,jodd-vtor,3.5
org.jruby,jruby-complete,1.2RC1
org.jodd,jodd-vtor,3.5.1
org.jruby,jruby-complete,1.3.0
org.jodd,jodd-vtor,3.5.2
org.jruby,jruby-complete,1.3.0RC1
org.jodd,jodd-vtor,3.6
org.jruby,jruby-complete,1.3.0RC2
org.jruby,jruby-complete,1.3.1
org.jodd,jodd-vtor,3.6-RC1
org.jruby,jruby-complete,1.4.0
org.jodd,jodd-vtor,3.6.0-BETA1
org.apache.felix,maven-bundle-plugin,1.0.0
org.jruby,jruby-complete,1.4.0RC1
org.apache.felix,maven-bundle-plugin,1.2.0
org.jodd,jodd-vtor,3.6.0-BETA2
org.apache.felix,maven-bundle-plugin,1.2.1
org.jodd,jodd-vtor,3.6.1
org.jumpmind.symmetric.jdbc,postgresql,9.2-1002-jdbc4
org.jruby,jruby-complete,1.4.0RC3
org.apache.felix,maven-bundle-plugin,1.4.0
org.jruby,jruby-complete,1.4.1
org.jodd,jodd-vtor,3.6.2
org.apache.felix,maven-bundle-plugin,1.4.1
org.jruby,jruby-complete,1.5.0
org.jodd,jodd-vtor,3.6.2-BETA1
org.apache.felix,maven-bundle-plugin,1.4.2
org.jruby,jruby-complete,1.5.0.RC1
org.apache.felix,maven-bundle-plugin,1.4.3
org.jodd,jodd-vtor,3.6.3
org.jruby,jruby-complete,1.5.0.RC2
org.apache.felix,maven-bundle-plugin,2.0.0
org.jodd,jodd-vtor,3.6.4
org.jruby,jruby-complete,1.5.0.RC3
org.apache.felix,maven-bundle-plugin,2.0.1
org.jodd,jodd-vtor,3.6.5
org.jruby,jruby-complete,1.5.1
org.apache.felix,maven-bundle-plugin,2.1.0
org.jodd,jodd-vtor,3.6.5-BETA1
org.apache.felix,maven-bundle-plugin,2.2.0
org.jruby,jruby-complete,1.5.2
org.jruby,jruby-complete,1.5.3
org.jodd,jodd-vtor,3.6.6
org.apache.felix,maven-bundle-plugin,2.3.4
org.jodd,jodd-vtor,3.6.7
org.jruby,jruby-complete,1.5.5
org.apache.felix,maven-bundle-plugin,2.3.5
org.jodd,jodd-vtor,3.7
org.jruby,jruby-complete,1.5.6
org.apache.felix,maven-bundle-plugin,2.3.6
org.jodd,jodd-vtor,3.7.1
org.apache.felix,maven-bundle-plugin,2.3.7
org.jruby,jruby-complete,1.6.0.RC1
org.apache.felix,maven-bundle-plugin,2.4.0
org.jruby,jruby-complete,1.6.0.RC2
org.apache.felix,maven-bundle-plugin,2.5.0
org.apache.felix,maven-bundle-plugin,2.5.2
org.apache.felix,maven-bundle-plugin,2.5.3
org.apache.felix,maven-bundle-plugin,2.5.4
org.apache.felix,maven-bundle-plugin,3.0.0
org.apache.felix,maven-bundle-plugin,3.0.1
com.github.pedrovgs,renderers,1.0.10
com.github.pfichtner,durationformatter,0.0.6
com.github.pedrovgs,renderers,1.0.9
com.github.pfichtner,durationformatter,0.0.7
com.github.pedrovgs,renderers,1.1.0
com.github.pfichtner,durationformatter,0.1.0
com.github.pedrovgs,renderers,1.1.1
com.github.pfichtner,durationformatter,0.1.1
com.github.pedrovgs,renderers,1.2
com.github.pedrovgs,renderers,1.3
com.github.pedrovgs,renderers,1.4
com.github.pedrovgs,renderers,1.5
com.github.pedrovgs,renderers,2.0.0
com.github.pedrovgs,renderers,2.0.1
com.github.pedrovgs,renderers,2.0.3
com.github.pedrovgs,renderers,2.0.4
com.github.pedrovgs,renderers,3.0.0
org.apache.felix,maven-scr-plugin,0.2.0
org.apache.felix,maven-scr-plugin,0.4.0
org.apache.felix,maven-scr-plugin,1.0.1
org.apache.felix,maven-scr-plugin,1.0.10
org.apache.felix,maven-scr-plugin,1.0.2
org.apache.felix,maven-scr-plugin,1.0.3
org.apache.felix,maven-scr-plugin,1.0.4
org.apache.felix,maven-scr-plugin,1.0.5
org.apache.felix,maven-scr-plugin,1.0.6
org.apache.felix,maven-scr-plugin,1.0.7
org.apache.felix,maven-scr-plugin,1.0.8
org.apache.felix,maven-scr-plugin,1.10.0
org.apache.felix,maven-scr-plugin,1.11.0
org.apache.felix,maven-scr-plugin,1.12.0
org.apache.felix,maven-scr-plugin,1.13.0
org.apache.felix,maven-scr-plugin,1.14.0
